company_name,category,sub_category,area,address,website,phone,email,source_url,source_type
Phone Merchants,Retail & Supermarket,Mobile retail chain,"Udhna, Adajan",Shop 44-46 Anupam Amenity Center Udhna Bus Depot Udhana Main Rd 394210; Ankur Apt Muktanand Nagar Rd Adajan,https://www.phonemerchants.in,+919925114800,,https://www.sulekha.com/phone-merchants-udhana-main-road-surat-contact-address,Sulekha + company site
Reliance Trends - Surat,Retail & Supermarket,Branded apparel retail chain,"Udhna/Reliance Mega Mall, Magdalla/VR Mall",Reliance Mega Mall Udhna; VR Mall Magdalla,https://reliancetrends.com,,,https://reliancetrends.com/page/trends-reliance-mega-mall-surat,Official store page
V-Mart - Surat,Retail & Supermarket,Departmental / value-fashion retail chain,"Nana Varachha, Mota Varachha, Parvat Patia",Deepkamal Mall Varachha Main Rd Nana Varachha 395006; Mota Varachha; Near Midas Square Parvat Patia,https://stores.vmartretail.com,,,https://stores.vmartretail.com/location/gujarat/surat,Official store locator
Madhusudan Dyeing & Printing Mills (Madhusudan Group),Textile Manufacturing,Dyeing & Printing (processing house),Surat,"Madhusudan Group, Surat (dyeing/printing + weaving divisions)",https://madhusudangroup.com/dyeing-printing-mills/,,,https://madhusudangroup.com/dyeing-printing-mills/,Company website
Maruti Education of Design / Maruti Institute of Design,Textile Trade & Design,Textile CAD design institute/studio,Udhna,"T-28, Silicon Shoppers, 3rd Floor, Udhana Main Rd, opp. Satya Nagar, Udhana, Surat 394210",https://www.marutieducationofdesign.com/,+919904512600,,https://www.marutieducationofdesign.com/,Company website
Raghukul Textile Market,Textile Trade & Design,Textile market complex,Ring Road,"Raghukul Market, Near Kamela Darwaza, Ring Road, Surat 395002",,,,https://surattextilemarkets.com/raghukul-textile-market/,Market directory
Raghuvir Textile Business Park,Textile Trade & Design,Textile market complex,Ring Road,"Raghuvir Textile Business Park, Ring Road, Surat",,,,https://www.textileinfomedia.com/market/Raghuvir-Textile-Bussiness-Part,Market directory
Riya Fashions,Textile Trade & Design,Garment exporter (stitched suits/digital print),Ring Road / Radha Krishna Market,"Radha Krishna Textile Market, Ring Road, Surat",,+912612478899,export@riyafashions.com,https://www.indiamart.com/riyafashion-surat/aboutus.html,B2B marketplace
Sitaram Creation Pvt. Ltd.,Textile Trade & Design,Saree manufacturer/wholesaler,"Millennium / JJ Market, Ring Road","81/82, 1st Floor, Sidhhi Vinayak Industrial Estate, Behind Ashoka Hotel, Opp Smimer Hospital, Millennium Textile Market, Surat 395002",,,,https://www.indiamart.com/sitaramcreation/,B2B marketplace
"Government Polytechnic, Surat",Education,Polytechnic/Diploma (Govt),Majura Gate,"Majura Gate, Ring Road, Surat-395001",gpsurat.cteguj.in,0261-2655799,,https://shikshan.org/colleges-courses/gujarat-surat_district-colleges-engineering-polytechnic-government/,Shikshan directory
"Vidyabharti Trust College of Business, Computer Science & Research (VTCBCSR)",Education,Engineering/Computer College,"Umrakh, Bardoli (South Gujarat)","Vidyabharti Campus, Umrakh, Ta-Bardoli, Surat-394345",vtcbcsr.edu.in,02622-220581,info@vtcbcsr.edu.in,https://www.vtcbcsr.edu.in/,Official site
Dotivala Bakers & Confectioners,Food & Hospitality SME,Bakery,Nanpura,"Ardeshir Kotwal Road, Makkai Bridge, Nanpura, Surat 395001",dotivala.com,+912612475027,info@dotivala.com,https://dotivala.com/contact-us,Website
Grown Diamond Corporation,Lab-Grown Diamond,LGD manufacturer / polishing factory,Surat (factory),State-of-the-art polishing factory in Surat (HQ in Mumbai BKC),https://www.growndiamondcorp.com/,+91 22 4971 6448,,https://www.growndiamondcorp.com/contact/,Company website
Aditya Sutaria Architects (ASA),Architecture & CAD/Engineering,Architecture firm,Vesu,"207, The Grand Plaza, VIP Road, Vesu, Surat, Gujarat 395007",,9909038481,,https://www.justdial.com/Surat/Aditya-Sutaria-Architects-Asa-Vesu/0261PX261-X261-220317220322-X4V1_BZDET,JustDial listing
Ducon Consultants Pvt. Ltd.,Architecture & CAD/Engineering,Structural / Industrial design,Vesu,"402, SNS Arista, Opp. Happy Home Residency, Udhana-Magdalla Road, Vesu, Surat 395007",https://www.duconconsultants.in/,7211119652,,https://www.duconconsultants.in/structures/contact.html,Company website
Engineering Technique,Architecture & CAD/Engineering,CAD/CAM mechanical design & SOLIDWORKS,Athwa Gate,"2nd Floor, Shreeji Nivas, Above A to Z Electronics, Besides Mansukhlal Tower, Opp. Dhiraj Sons, Athwa Gate, Surat 395001",https://www.enggtechnique.com/,,,https://www.enggtechnique.com/,Company website
EssTeam Design Services LLP,Architecture & CAD/Engineering,Architecture firm,Piplod / Gymkhana Rd,"Samanvay, 4th Floor, Gymkhana Rd, near Chandni Chowk, Surat, Gujarat 395007",http://www.essteam.in/,9909016610,,https://www.essteam.in/contact,Company website
Studio Lagom,Architecture & CAD/Engineering,Architecture / Interior firm,Sagrampura,"2nd Floor, Flat No. 3, Khimchand Mansion, Opp. Old Mahavir Hospital, Sagrampura, Surat",http://www.studiolagom.in/,9913704686,,http://www.studiolagom.in/,Company website
Presidency Skoda,Automobile Dealership,Car dealer (Skoda),Bharthana Vesu,"Plot No 53, TP Scheme 13, New City Light Road, Bharthana Vesu, Surat 396445",https://dealers.skoda-auto.co.in/,6359309000,,https://www.carwale.com/dealer-showrooms/skoda/surat/,Aggregator listing
Surat Kia (Surat Motorcars),Automobile Dealership,Car dealer (Kia),Udhana,"Khatodara / Udhana area, Surat",https://kiaindia-dealers.com/,,,https://kiaindia-dealers.com/kia-car-showroom-surat-kia-udhana-surat-kia-car-dealer-udhana-surat-334876/Home,Brand dealer site
Jamnagar Transport Company,BPO/Logistics/Print,Logistics/Transport,"Delhi Gate / Udhna GIDC, Surat","716/6, Opp Satkar Hotel, Near Ambika Petrol Pump, Unapani Road, Delhigate, Surat - 395003; Branch Plot 23/1, Road No.12, GIDC Udhna, Surat - 394210",https://www.jamnagartransportco.com,0261-2491279,,https://www.jamnagartransportco.com,Company website
Metro Press,BPO/Logistics/Print,Printing/Packaging,"Khatodra Wadi / Ring Road, Surat","Metro Printers, Ring Road, Khatodra Wadi, Surat, Gujarat",https://metrosurat.in/,9537343537,jobs@metrosurat.in,https://metrosurat.in/contact-us,Company website
Dimexon Diamonds Ltd,Diamond & Bourse,Diamond manufacturer (traceability focus),Choryasi,"Choryasi, Surat 395001 (Surat unit); HQ Raheja Chambers, Nariman Point, Mumbai",https://dimexon.com/,,infoindia@dimexon.com,https://www.sulekha.com/dimexon-diamonds-ltd-choryasi-surat-contact-address,Sulekha + search snippet
Atharva Diamond (Atharva International Trade),Diamond/Jewellery/Textile Micro-SME,Diamond cutting & polishing job-work unit,Varachha,"105, Vrundavan, Near Gitanjali Petrol Pump, Varachha, Surat - 395006",atharvainternationaltrade.com,9069077577,aitraimpex@gmail.com,https://www.atharvainternationaltrade.com/contact-us.htm,Company website
"Government Industrial Training Institute (ITI), Surat",Education,ITI (Govt),Majura Gate,"ITI Surat, Majura Gate, Surat-395001",itisurat.org.in,0261-2655794,prlsuratiti@yahoo.co.in,https://iti.directory/surat/industrial-training-institute-surat-government,ITI directory + govt
N. G. Patel Polytechnic,Education,Polytechnic/Diploma,Bardoli/Afwa (South Gujarat),"At Isroli (Tajpore), PO Afwa, Bardoli-Navsari Road, Ta-Bardoli-394620, Surat",ngpatelpoly.ac.in,02622-291106,svpess@yahoo.com,https://ngpatelpoly.ac.in/,Official site
Sitarambhai Naranji Patel Institute of Technology & Research Centre (SNPIT&RC),Education,Engineering College,"Umrakh, Bardoli (South Gujarat)","At & Po Umrakh, Ta-Bardoli, Surat-394345",snpitrc.ac.in,02622-224581,,https://www.snpitrc.ac.in/,Official site
"TOPS Technologies, Surat",Education,Computer/IT Training Institute,"Sagrampura, Ring Road (multi-branch)","301, Jeevandeep Complex, Ring Road, beside Nirmal Hospital, Sagrampura, Surat-395002",tops-int.com,07069598828,,https://www.tops-int.com/contact-us,Official site
White Lotus International School,Education,School (CBSE),Vesu,"Plot 205, Opp. Royal Regency, near SUDA Water Tank, behind Someshwara Bunglows, Vesu, Surat-395007",wlis.org,0261-2215700,info@wlis.org,https://www.cbseschool.org/white-lotus-international-school-surat-gujarat/,CBSEschool directory + WLIS
NJ Insurance Brokers Pvt Ltd,Finance & Professional,Insurance broker,Udhna,"Block No 502, 2nd Floor, B Tower, Udhna Udyog Nagar Sangh Commercial Complex, Surat-394210",https://www.njgroup.in/,,,https://policyholder.gov.in/en/web/guest/list-of-brokers,IRDAI registry
24 Carats Mithai Magic,Food & Hospitality SME,Sweet Shop (Mithai),Ghod Dod Road / Parle Point,"H/7, Ghod Dod Rd, Parle Point, Meghdoot Society, Athwalines, Surat 395007",24caratssweets.com,+919714826200,,https://24caratssweets.com/contact-us/,Website
La Mensa Multicuisine,Food & Hospitality SME,Restaurant (Multicuisine),Katargam,"Ramkatha Rd, beside Gujan Park, near SRK Sports Complex, Katargam, Surat 395004",lamensamulticuisine (FB),+919875281816,,https://www.justdial.com/Surat/La-Mensa-Multicuisine-Restaurants-Near-Atlantis-Hights-Katargam/0261PX261-X261-220127154610-I1X4_BZDET,JustDial/Facebook
Adani Hazira Port Ltd,Government & PSU,Large Industrial (public-facing) / Port,"Hazira, Surat","At & Post Hazira, Tal. Choryasi, Dist. Surat-394270",https://www.adaniports.com/,+91-261-2207780,,https://www.adaniports.com/ports-and-terminals/hazira-port,Official company site
Gujarat Gas Ltd - Surat Office,Government & PSU,PSU / City Gas Distribution,"Adajan, Surat","87-88, Mahyavanshi Mohallo, Adajan Gam, Surat-395009",https://www.gujaratgas.com/,+91-0261-2736333,,https://www.gujaratgas.com/contact-us/offices/,Official site
ONGC Ankleshwar Asset (South Gujarat),Government & PSU,PSU / Oil & Gas,"Ankleshwar, Bharuch","New Building, Gadkhol Part, Ankleshwar GIDC, Ankleshwar-393001",https://ongcindia.com/,02646-237500,,https://www.ongcindia.com/wps/wcm/connect/en/about-ongc/contact-us/our-offices/,Official PSU site
Surat Urban Development Authority (SUDA),Government & PSU,Urban Development Authority,Surat,"SUDA Bhavan, Vesu-Abhva Road, Vesu, Surat-395007",https://www.sudaonline.org/,(0261) 2500050,sudaonline1978@gmail.com,https://www.sudaonline.org/contact-us-2/,Official site
Apple Hospital,Healthcare,Multispecialty hospital,Udhna,"Udhna Darwaja, Aman Nagar, Ring Road, Udhna, Surat 395002",https://surat.nic.in/public-utility/apple-hospital/,0261-2310703,applehospital.surat@gmail.com,https://surat.nic.in/public-utility/apple-hospital/,Government directory
Asutosh Multi Speciality Hospital,Healthcare,Multispecialty / trauma hospital,Majura Gate,"Beside Kshetrapal Temple, Kailash Nagar, Majura Gate, Surat",https://www.asutoshindia.com/,0261-2509300,,https://www.asutoshindia.com/contact.html,Hospital website
Shreeji Imaging Center,Healthcare,Diagnostic / imaging centre (radiology),Sumul Dairy Road,"Ground Floor Hotel Raj Building, Near Ayurvedic College, Sumul Dairy Road, Surat 395003",http://www.shreejiimaging.in/,+91 261 253 7125,,http://www.shreejiimaging.in/,Diagnostic centre website
Central Mall (Iris Mall) Surat,Hospitality & Real Estate,Shopping mall / Multiplex,Dumas Road,"Iris Mall, Gaurav Path Road, Dumas Road, Surat",https://www.centralandme.com/,,,https://www.holidify.com/pages/malls-in-surat-1878.html,Travel guide
Lords Plaza Surat,Hospitality & Real Estate,Hotel (4-star),Delhi Gate,"Delhi Gate, Ring Road, Surat",https://www.lordshotels.com/,0261-3066666,,https://gujarattourism.com/accommodation/registered-hotels/lords-plaza--surat.html,Govt tourism registry
Roongta Developers,Hospitality & Real Estate,Real estate developer / Builder,Surat,Surat,https://roongtadevelopers.com/,,,https://roongtadevelopers.com/,Builder official site
Sarsana Convention Centre,Hospitality & Real Estate,Convention center,Udhna,"Sarsana, Udhna, Surat",https://www.venuelook.com/conference-hall-venues-in-surat,,,https://www.venuelook.com/conference-hall-venues-in-surat,Venue portal
OptimumBrew Technology LLP,IT & Software,"SaaS product / mobile apps (PhotoADKing, DesignWiz)",Surat,"Surat, Gujarat",https://optimumbrew.com/,,,https://optimumbrew.com/,Company website + listicle
Brilliantstar Diamond Jewellery Pvt. Ltd.,Jewellery,Diamond jewellery manufacturer,Mini Bazar (Varachha),"Office No. 101, 1st Floor, Hare Krishna Diamond Hall, Sy-246, Plot No. 8/A, Room No.1, Varachha Road, Mini Bazar, Surat 395008",,+91-81412-62360,,https://www.scribd.com/document/879082529/Jewellers-in-Surat-Contact-Details,directory
Excellent Corporation (Excellent Jewel),Jewellery,Lab-grown diamond mfr + custom jewellery,Varachha (AK Road),"152, Ankur Society, A K Road, Varachha, Surat 395006",https://www.excellentcorporation.in/,,,https://www.excellentcorporation.in/,company_website
Premvati Diamond Jewellery,Jewellery,Diamond/gold jewellery manufacturer,Mahidharpura,"2nd Floor, Rajwadi Palace, Above SNB Jewellers, Rampura Road, Lal Darwaja, Mahidharpura, Surat 395003",https://www.premvatijewelry.com/,,,https://www.premvatijewelry.com/,company_website
Prishil Diamond and Jewel,Jewellery,Jewellery CAD design & rendering service,Surat,"Surat, Gujarat",https://www.prishiljewels.com/,,,https://www.prishiljewels.com/diamond-jewellery-designing-services.htm,company_website
Excellent Corporation,Lab-Grown Diamond,CVD & HPHT diamond supplier / jeweler,Varachha,152 Ankur Society Beside Gate No 1 Near Ankur Circle A.K Road Varachha Surat 395006,https://www.excellent-corporation.com/,+91 82001 27828,,https://www.excellent-corporation.com/,Company website
Blink Opticals,Local Retail SME,Optician/Eyewear,City Light Road,"City Light Road, Surat",https://www.hindustanyellowpages.in/Surat/Blink-Opticals/City-Light-Road,8866222777,,https://www.hindustanyellowpages.in/Surat/Blink-Opticals/City-Light-Road,Directory (HindustanYellowPages)
Dhwani Opticals,Local Retail SME,Optician/Eyewear,City Light Road,"City Light Road, Surat",https://www.hindustanyellowpages.in/Surat/Dhwani-Opticals/City-Light-Road,9825885821,,https://www.hindustanyellowpages.in/Surat/Dhwani-Opticals/City-Light-Road,Directory (HindustanYellowPages)
Aadharshila,Media/Video/Photo,Corporate video production,"Race Course (Vadodara base, serves Surat)","34, Third Floor, Meghdhanush, Race Course, Vadodara 390007",https://aadharshila.com/video-production-company-in-surat/,+91 73833 21779,connect@aadharshila.com,https://aadharshila.com/contact/,Company website
Manish Photo Studio,Media/Video/Photo,Photography & videography studio,Bhatar Road,"17-18-19, Vardhman Complex, Near Umabhavan Char Rasta, Bhatar Road, Surat 395017",https://manishphotostudio.com/,+91 9825128612,manishphoto13@gmail.com,https://manishphotostudio.com/contact-us/,Company website
MedPlus Pharmacy - Surat,Retail & Supermarket,Pharmacy / medical-store chain,Surat (multiple),Surat (multiple medical stores),https://www.medplusindia.com,,,https://www.medplusmart.com/storelocator,Official store locator
Pantaloons (Aditya Birla Fashion) - Surat,Retail & Supermarket,Branded apparel retail chain,"City Light/Athwa, Magdalla/VR Mall",Unity Corner City Light Rd City Light Town Athwa 395007 (opp Bank of Baroda),https://stores.pantaloons.com,08657959680,,https://stores.pantaloons.com/pantaloons/clothing-store-in-surat/,Official store locator
Mahira Textiles,Textile Manufacturing,Weaving (airjet),Surat,"Surat, Gujarat (airjet fabric manufacturer)",https://www.mahiratextile.com/,,,https://www.mahiratextile.com/,Company website
Mangalam Industries (Mangalam Group),Textile Manufacturing,Weaving (waterjet),Surat,"Surat, Gujarat (~300 Haijia HW waterjet looms)",https://www.waterjetloom.com/india.html,,,https://www.waterjetloom.com/india.html,Company/Trade website
Sudamo Impex Pvt Ltd (Madhusudan Group),Textile Manufacturing,Weaving (rapier/waterjet),Palsana (Baleshwar),"283, Laxminarayan Industrial Estate, NH No. 8, Village Baleshwar, Tal. Palsana, Dist. Surat 394317",https://madhusudangroup.com/weaving/,,,https://madhusudangroup.com/weaving/,Company website
Artistic Designing Studio,Textile Trade & Design,Textile/Jacquard CAD design studio,Sachin GIDC,"Sachin GIDC, Surat, Gujarat",https://www.artisticdesigningstudio.com/,,,https://www.artisticdesigningstudio.com/about/,Company website
Suryavanshi Creation Pvt. Ltd.,Textile Trade & Design,Saree/ethnic wear manufacturer-wholesaler,Ring Road,"Textile Market, Ring Road, Surat",https://www.suryavansicreation.com/about-us,,,https://www.suryavansicreation.com/about-us,Company website
Wholetex,Textile Trade & Design,Wholesale textile trader/exporter,Surat,"Surat, Gujarat",https://www.wholetex.com/,+919137381212,,https://www.wholetex.com/,Company website
Summirow Dental,Wellness & Clinics SME,Dental clinic (multi-speciality),Vesu,"6th Floor, Western Vesu Point, Opp SBI Bank, Next to Reliance Market, Vesu Char Rasta, Vesu, Surat 395007",https://www.summirow.com/,9377777303,smile@summirow.com,https://www.summirow.com/contact-us,Business website
V-Trans (India) Ltd,BPO/Logistics/Print,Logistics/Transport,"Udhna, Surat","Beside Mahindra Service Station, Udyognagar, Udhna, Surat",https://vtransgroup.com/,,,https://www.justdial.com/Surat/V-Trans-India-Ltd-Beside-Mahindra-Service-Station-Udhyognagar-Udhna/0261P261STD6261_BZDET,JustDial
"Allen Career Institute, Surat",Education,Coaching/Test-prep,Vesu / Udhna Darwaja (multi-branch),"J-9 High Street, Opp. Celestial Dreams, Vesu Canal Road, Vesu, Surat-395007",allen.ac.in,+91-7347397337,globalstudies.surat@allen.in,https://www.allen.ac.in/surat/contactus.asp,Official site
Bhulka Bhavan School,Education,School (CBSE/State),Adajan,"Adajan-Hazira Road, near Gujarat Gas Circle, Adajan, Surat-395009",bhulkabhavan.com,0261-2732733,info@bhulkabhavantrust.org,https://bhulkabhavan.com/contact-us/,Official site
J. H. Ambani Saraswati Vidya Mandir,Education,School (CBSE),"Vesu, Udhna-Magdalla Road","Vesu Char Rasta, near VNSGU, Udhna-Magdalla Road, Surat-395007",nirmaedu.org,0261-2257880,,https://www.icbse.com/schools/j-h-ambani-saraswati-vidya-mandir-56z0lz,ICBSE directory + Justdial
"Red & White Skill Education, Surat",Education,Computer/IT Training Institute,Mota Varachha / A.K. Road (multi-branch),"B305-B311, 3rd Floor, IT Park, Digital Valley, Mota Varachha-Uttran, Surat-394101",rwskill.edu.in,+91-6352295143,,https://www.rwskill.edu.in/contact/,Official site
GAB & Associates,Finance & Professional,CA / Audit firm,Ring Road,"304, 21st Century Business Centre, Ring Road, Surat-395002",https://gabca.in/,0261 4897877,info@gabca.in,https://www.justdial.com/Surat/GAB-Associates-Nr-World-Trade-Centre-Ring-Road/0261PX261-X261-130830214235-V7I3_BZDET,JustDial
Jhaveri Securities Limited,Finance & Professional,Stock / commodity broker,Anand Mahal Road,"Anand Mahal Road, Surat",,,,https://www.justdial.com/Surat/Jhaveri-Securities-Ltd-Anand-Mahal-Road/0261PX261-X261-090911120429-H1Z5_BZDET,JustDial
Kekiz - The Cake Shop,Food & Hospitality SME,Cake Shop / Patisserie,Althan,"Althan-Bhatar, Surat (also Athwagate, Dindoli)",kekiz_surat (IG),6352809010,,https://www.instagram.com/kekiz_surat/,Instagram
Kissah - The Cafe,Food & Hospitality SME,Cafe / Restaurant,Dumas,"Right From Langar, Opp Jukamata Temple, Next To Vihar Cottage, Sultanabad Dumas Village Road, Surat 394550",kissahsurat (linktr),+917047507047,,https://www.instagram.com/kissahsurat/,Instagram
Unipath Speciality Laboratory,Healthcare,Pathology lab / diagnostics chain,Athwa Gate,"Vanita Vishram Building, Above Bank of Baroda, Near Athwa Circle, Athwa Gates, Surat",https://unipath.in/,0261-3099000,,https://unipath.in/reach-us,Lab chain website
EnactOn Technologies Pvt. Ltd.,IT & Software,Software / SaaS product development,"Vesu/Dumas Road, Surat","605, 6th Floor, Luxuria Business Hub, Dumas Road, Surat 395007",https://www.enacton.com/,+91 74260 60610,contact@enacton.com,https://www.enacton.com/contact-us/,Company website (contact page)
Divyang Opticals,Local Retail SME,Optician/Eyewear,Adajan,"Opposite Mahalaxmi Fast Food, Adajan Dn, Surat",https://www.facebook.com/divyangopticals.in/,9825403704,,https://www.hindustanyellowpages.in/Mobile/9825403704,Directory (HindustanYellowPages)
451 Textile Market,Textile Trade & Design,Textile market complex,Ring Road,"451 Textile Market, Ring Road, Surat",,,,https://surattextilemarkets.com/451-textile-market/,Market directory
Elegance Cosmetic Laser Clinic & Hair Transplant Center,Wellness & Clinics SME,Cosmetic/hair transplant clinic,Adajan & Vesu,"203, Trinity Business Park, Opp G3 Store, Madhuvan Circle, LP Savani Rd, Adajan, Surat 395009",https://www.eleganceclinic.in/,8320500350,,https://www.sulekha.com/elegance-hair-transplant-cosmetic-skin-clinic-adajan-surat-contact-address,Sulekha
GYMSHINE,Wellness & Clinics SME,Gym/fitness center,Althan / Udhna,"3rd Floor, Times World, Opp Magnus Mall, Bh Khatu Shyam Mandir, Althan-Bhimrad Canal Road, Althan, Surat 395007",https://gymshine.co.in/,8799004260,,https://gymshine.co.in/branches/,Business website
Deep Breath Architecture,Architecture & CAD/Engineering,Architecture firm,Piplod,"908, Icon Business Hub, Nr Valentine Theater, Piplod, Surat, Gujarat 395007",https://dbarchitecture.in/,9825045687,,https://dbarchitecture.in/,Company website
J-Nine Associates (J9 Associates),Architecture & CAD/Engineering,Architecture / Interior firm,Ghod Dod Road,"Plot 81, Subhash Nagar Soc, Near Shivaji Garden, Ram Chowk, Ghod Dod Road, Surat 395007",https://j-nine.co.in/,9313662338,contact@j-nine.co.in,https://j-nine.co.in/about-us/,Company website
PDA Structural Design Engineers (Piyush Dudhat & Associates),Architecture & CAD/Engineering,Structural consultant,Adajan,"1005, White Orchid, LP Savani Rd, Adajan Gam, Adajan, Surat",https://pdasdeindia.wixsite.com/website,9924674455,,https://pdasdeindia.wixsite.com/website,Company website
Quartet Architects,Architecture & CAD/Engineering,Architecture / Interior firm,Adajan,"01, Sai Rachana Row House, Nr. Toyota Showroom, L.P. Savani Road, Adajan Pal, Surat 395009",https://quartetarchitects.com/,9227130830,info@quartetarchitects.com,https://quartetarchitects.com/,Company website
Samhitha Design Studio,Architecture & CAD/Engineering,Interior design studio,VIP Road,"4th Floor, Soham Square, Opp Metro Mall, VIP Road, Surat 395017",https://www.samhithastudio.com/,9998927826,info.samhithastudio@gmail.com,https://www.samhithastudio.com/about-us,Company website
Automark Motors (Volkswagen),Automobile Dealership,Car dealer (Volkswagen),Piplod,"Besides Vijay Sales, Near Kargil Chowk, Surat-Dumas Road, Piplod, Surat 395007",https://volkswagen-surat.com/,02241357346,,https://www.cardekho.com/volkswagen/surat/cardealers/automark-motors-pvt-ltdpiplod-178223.htm,Aggregator listing
Monarch Hyundai,Automobile Dealership,Car dealer (Hyundai),Surat,"Surat, Gujarat",https://monarch.hyundaimotor.in/,,,https://monarch.hyundaimotor.in/,Brand dealer site
Datalink Outsourcing,BPO/Logistics/Print,Data Entry,"Ring Road, Surat","8/202, 2nd Floor, Shri Hari Park, Center Point Civil Char Rasta, Ring Road, Surat - 395002 (Opp Dhruv Auto)",,,,https://www.justdial.com/Surat/Datalink-Outsourcing-Opposite-Dhruv-Auto-Ring-Road/0261PX261-X261-151017184552-U8F9_BZDET,JustDial
Kantilal Chhotalal (KC),Diamond & Bourse,Solitaire & fancy diamond jewellery manufacturer,Surat,"Modeshwari Bhavan, Babanjini Sheri, Modvanik Wadi, Ruknathpura, Lal Darwaja, Surat 395003",https://www.kantilalchhotalal.com/,,,https://www.kantilalchhotalal.com/,Company site + search snippet
"Aakash Institute, Surat",Education,Coaching/Test-prep,Adajan / Majura Gate / Vesu / Mota Varachha (multi-branch),"Fortune High St, New Green City Road, Opp. Western Arena, Adajan, Surat",aakash.ac.in,,,https://centers.aakash.ac.in/location/gujarat/surat,Official center site
"Narayana Coaching Center, Surat",Education,Coaching/Test-prep,Vesu / Athwa (multi-branch),"1st Floor, Narayana Academy, Tej House, opp. Dhiraj Sons, Someshwara Enclave, Vesu, Surat-395007",narayanacoachingcenters.in,9319992363,bm.vesu@narayanagroup.com,https://www.narayanacoachingcenters.in/gujarat/surat-city,Official site
S. R. Luthra Institute of Management,Education,MBA/Management College,Athwalines,"MTB College Campus, Near Adarsh Society, Athwalines, Surat-395001",srlimba.ac.in,0261-2240103,contact@srlimba.ac.in,https://srlimba.ac.in/,Official site
JK Securities Private Limited,Finance & Professional,Stock / commodity broker,Athwa Gates,"Opposite Athwa Gate Police Station, Athwa Gates, Surat",https://www.jksecurities.com/stock-broker-surat,,,https://www.jksecurities.com/stock-broker-surat,Company site
NJ Technologies,Finance & Professional,Fintech,Surat,,https://www.njgroup.in/,,,https://tracxn.com/d/explore/fintech-startups-in-surat-india/__2s5hTjsX_EUHdNkzuyxJc3BVnfQMbXfsqixnWbbwA2s/companies,Startup directory
Rasesh Shah & Associates,Finance & Professional,CA / Audit firm,Udhna Darwaja,"405, Empire State Building, Near Udhna Darwaja, Surat-395002",https://raseshca.com/,+91 261 2260987,info@raseshshah.com,https://www.indiamart.com/raseshshahassociates-surat/,IndiaMart
Surat Nagrik Sahakari Bank Ltd,Finance & Professional,Co-operative bank,Varachha Road,"Varachha Road, Surat-395006",,,,https://www.sulekha.com/surat-nagrik-sahakari-bank-ltd-varachha-road-surat-contact-address,Directory
G.Dada Surti Farsan & Surti Rasoi,Food & Hospitality SME,Farsan / Restaurant,Adajan,"Sneh Sankul Wadi, Green Atria, G-17, Anand Mahal Rd, Adajan, Surat 395009",Gdadafarsan (FB),+919376665777,,https://www.hindustanyellowpages.in/Surat/G-Dada-Farsan-and-Surti-Rasoi/Adajan,Yellow Pages/JustDial
The Bungalow Cafe,Food & Hospitality SME,Cafe,Adajan,"A102, First Floor, Valentina Business Hub, 27, Subhash Chandra Bose Marg, Adajan Gam, Surat 395009",tbcsurat (FB),+917878757233,,https://yappe.in/gujarat/surat/the-bungalow-cafe-adajan/391445,Yappe/Zomato
Vimal Agro Products Pvt Ltd,GIDC Manufacturing,Food / Agro Processing,Bardoli (Surat dist),"Near GIDC, Ten Road, Bardoli, Surat 394601, Gujarat",https://www.vimalagro.com/,+91 2622 222759,info@vimalagro.com,https://www.vimalagro.com/contact-us/,Company website
"District & Sessions Court, Surat",Government & PSU,Judiciary / Courts,Surat,"District Court Complex, Athwalines, Surat-395007",https://surat.dcourts.gov.in/,(0261) 2651805,dcourt-sut@gujarat.gov.in,https://surat.dcourts.gov.in/contact-us/,Official dcourts.gov.in
Gujarat State Road Transport Corp (GSRTC) - Surat Division,Government & PSU,PSU / State Transport,Surat,"Surat Central Bus Stand / Surat-1 Depot, Surat",https://www.gsrtc.in/,0261-2422006,,https://www.gsrtc.in/site/downloads/innerPages/contactUs.html,Official site
Shell Energy India (Hazira LNG & Port),Government & PSU,Large Industrial (public-facing),"Hazira, Surat","Hazira LNG Terminal, Via Surat, Hazira, Surat District-394270",https://www.shell.in/,+91 261 3051165,hlpl-haz-portcontrol@shell.com,https://www.shell.in/business/shell-energy-india/hazira-port.html,Official company site
Burhani Hospital,Healthcare,Multi-super-speciality trust hospital,Mahidharpura / Begampura,"4/4665 Kuvarsing Street, Khangad Sheri, Mahidharpura, Begampura, Surat 395003",https://www.burhanihospital.com/,0261 250 5050,Burhanihospital@gmail.com,https://www.burhanihospital.com/contact-us/,Hospital website
Sanya Imaging Centre (Sanya Hospital & Diagnostics),Healthcare,Diagnostic / imaging centre (radiology),Varachha Road,"C/o PP Savani Heart Institute, Mansi Building, Nr Siddhkutir Temple, Varachha Road, Surat 395006",https://www.teleradiologyhub.com/diagnostics/details/36/1186-sanya-imaging-centre-varcha-road-surat,,,https://www.teleradiologyhub.com/diagnostics/details/36/1186-sanya-imaging-centre-varcha-road-surat,Teleradiology directory
SMIMER Hospital (Surat Municipal Institute of Medical Education & Research),Healthcare,Government tertiary teaching hospital,Umarwada,"Near Sahara Darwaja, Opp Bombay Market, Umarwada, Surat 395010",http://smimer.suratmunicipal.gov.in/Hospital,02612368040,,http://smimer.suratmunicipal.gov.in/Contact,Government hospital website
